======================================================================
TREE BOB ANALYSIS: n=1..8
      ()()()()))                bobw=6 kw=3 bob=10 k=5
      ()()()())(                bobw=6 kw=3 bob=10 k=5
      ()()()()))                bobw=6 kw=3 bob=10 k=5
      ()()()()))                bobw=6 kw=3 bob=10 k=5
      ()()()())(                bobw=6 kw=3 bob=10 k=5
      ()()()())(                bobw=6 kw=3 bob=10 k=5
      ()()()())                 bobw=4 kw=3 bob=6 k=4
      ()()()()))                bobw=6 kw=3 bob=10 k=5
      ()()()())(                bobw=6 kw=3 bob=10 k=5
      ()()()())                 bobw=4 kw=3 bob=6 k=4
  (lc=3, m=1): 100 trees -> bobw∈2 kw∈2
    bobw values: [2, 4]
      (()(()))                  bobw=2 kw=2 bob=2 k=2
      (()()())                  bobw=2 kw=2 bob=2 k=2
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
      (()(()))))                bobw=4 kw=3 bob=4 k=3
      (()()())))                bobw=4 kw=3 bob=4 k=3
      (()(())))(                bobw=4 kw=3 bob=4 k=3
      (()()()))(                bobw=4 kw=3 bob=4 k=3
      (()(())))                 bobw=2 kw=2 bob=2 k=2
      (()()()))                 bobw=2 kw=2 bob=2 k=2
  (lc=3, m=2): 100 trees -> bobw∈2 kw∈2
    bobw values: [2, 4]
      (()())()                  bobw=2 kw=2 bob=3 k=3
      (())(())                  bobw=2 kw=2 bob=2 k=2
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
      (()())()))                bobw=4 kw=3 bob=6 k=4
      (())(())))                bobw=4 kw=3 bob=4 k=3
      (()())())(                bobw=4 kw=3 bob=6 k=4
      (())(()))(                bobw=4 kw=3 bob=4 k=3
      (()())())                 bobw=2 kw=2 bob=3 k=3
      (())(()))                 bobw=2 kw=2 bob=2 k=2
  (lc=3, m=3):  50 trees -> bobw∈2 kw∈2
    bobw values: [2, 4]
      (())()()                  bobw=2 kw=2 bob=3 k=3
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
      (())()()))                bobw=4 kw=3 bob=6 k=4
      (())()())(                bobw=4 kw=3 bob=6 k=4
      (())()())                 bobw=2 kw=2 bob=3 k=3
  (lc=4, m=1): 100 trees -> bobw∈2 kw∈1
    bobw values: [1, 2]
      ((()()))                  bobw=1 kw=2 bob=1 k=2
      ((())())                  bobw=1 kw=2 bob=1 k=2
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
      ((()()))))                bobw=2 kw=2 bob=3 k=3
      ((())())))                bobw=2 kw=2 bob=3 k=3
      ((()())))(                bobw=2 kw=2 bob=3 k=3
      ((())()))(                bobw=2 kw=2 bob=3 k=3
      ((()())))                 bobw=1 kw=2 bob=1 k=2
      ((())()))                 bobw=1 kw=2 bob=1 k=2
  (lc=4, m=2):  50 trees -> bobw∈2 kw∈1
    bobw values: [1, 2]
      ((()))()                  bobw=1 kw=2 bob=1 k=2
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
      ((()))()))                bobw=2 kw=2 bob=3 k=3
      ((()))())(                bobw=2 kw=2 bob=3 k=3
      ((()))())                 bobw=1 kw=2 bob=1 k=2
  (lc=5, m=1):  50 trees -> bobw∈2 kw∈2
    bobw values: [0, 1]
      (((())))                  bobw=0 kw=1 bob=0 k=1
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1
      (((())))))                bobw=1 kw=2 bob=1 k=2
      (((()))))(                bobw=1 kw=2 bob=1 k=2
      (((()))))                 bobw=0 kw=1 bob=0 k=1

size=6: 630 subtrees, 14 (lc,m) groups
  (lc=2, m=2):  75 trees -> bobw∈5 kw∈3
    bobw values: [4, 5, 6, 7, 9]
      ()(((())))                bobw=4 kw=2 bob=4 k=2
      ()((()()))                bobw=5 kw=3 bob=5 k=3
      ()((())())                bobw=5 kw=3 bob=5 k=3
      ()(()(()))                bobw=6 kw=3 bob=6 k=3
      ()(()()())                bobw=6 kw=3 bob=6 k=3
      ()(((()))))               bobw=4 kw=2 bob=4 k=2
      ()((()())))               bobw=5 kw=3 bob=5 k=3
      ()((())()))               bobw=5 kw=3 bob=5 k=3
      ()(()(())))               bobw=6 kw=3 bob=6 k=3
      ()(()()()))               bobw=6 kw=3 bob=6 k=3
      ()(((())))))              bobw=6 kw=3 bob=6 k=3
      ()((()()))))              bobw=7 kw=3 bob=8 k=4
      ()((())())))              bobw=7 kw=3 bob=8 k=4
      ()(()(()))))              bobw=9 kw=4 bob=9 k=4
      ()(()()())))              bobw=9 kw=4 bob=9 k=4
      ()(((()))))(              bobw=6 kw=3 bob=6 k=3
      ()((()())))(              bobw=7 kw=3 bob=8 k=4
      ()((())()))(              bobw=7 kw=3 bob=8 k=4
      ()(()(())))(              bobw=9 kw=4 bob=9 k=4
      ()(()()()))(              bobw=9 kw=4 bob=9 k=4
      ()(((()))))               bobw=4 kw=2 bob=4 k=2
      ()((()())))               bobw=5 kw=3 bob=5 k=3
      ()((())()))               bobw=5 kw=3 bob=5 k=3
      ()(()(())))               bobw=6 kw=3 bob=6 k=3
      ()(()()()))               bobw=6 kw=3 bob=6 k=3
      ()(((())))))              bobw=6 kw=3 bob=6 k=3
      ()((()()))))              bobw=7 kw=3 bob=8 k=4
      ()((())())))              bobw=7 kw=3 bob=8 k=4
      ()(()(()))))              bobw=9 kw=4 bob=9 k=4
      ()(()()())))              bobw=9 kw=4 bob=9 k=4
      ()(((()))))(              bobw=6 kw=3 bob=6 k=3
      ()(((())))))              bobw=6 kw=3 bob=6 k=3
